jobID,jobTitle,positionName,positionType,estimatedWage,jobCity,jobState,locationFilterUsedInSearch,rating,companySize,companyRevenue,companyIndustryField,companyWebsite,companyType,companyCompetitors,companyHeadQuarter,foundedTime,QUANTI_statistics,QUANTI_mathematics,QUANTI_probability,QUANTI_linear algebra,SCR_Python,SCR_R,SCR_Java,SCR_JavaScript,SCR_C++,SCR_C,SCR_Matlab,SCR_Pearl,SCR_C#,CS_algorithm,CS_data structure,CS_data wrangling,CS_Data warehousing,CS_data mining,CS_VBA,CS_SAS,CS_distributed computing,CS_parallel computing,CS_format conversion,CS_HTML,CS_pandas,DB_sql,DB_nosql,DB_access,DB_teradata,DB_oracle database,ML_NLP,ML_deep learning,ML_machine learning,ML_computer vision,ML_tensorflow,ML_scikit-learn,SW_aws,SW_linux,SW_google cloud,SW_azure,SW_redshift,SW_git,SW_server,SW_api,BD_hadoop,BD_scala,BD_apache,BD_hive,BD_D3,BD_big data,BD_spark,VISUAL_excel,VISUAL_tableau,VISUAL_ggplot,VISUAL_plotly,VISUAL_matplotlib,VISUAL_chartio,VISUAL_data visualization,VISUAL_powerpivot,experience,DK_economics,DK_healthcare,DK_business,DK_finance,DK_management,DK_customer service,DK_marketing,COMM_presentation,COMM_verbal,COMM_writting,COMM_interpersonal skills,degree requirment,computer science,data science,electrical engineering,statistics,mathematics,physics,finance,informatics
2822417139,SENIOR DATA SCIENTIST,Data Scientist,Fulltime,183000.0,San Francisco,CA,San Fransisco,4.7,1 to 50 employees, Less than $1 million (USD) per year, Information Technology,www.academia.edu, Company - Private,,"San Francisco, CA", 2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,no prior experience required/mentioned,0,0,1,1,0,0,0,0,0,0,0,no degree requirement mentioned,0,0,0,0,0,0,0,0
2708956228,"Data Scientist, Marketing Analytics",Data Scientist,Fulltime,118000.0,San Francisco,CA,San Fransisco,4.3,201 to 500 employees,, Transportation & Logistics,www.doordash.com, Company - Private,,"San Francisco, CA", 2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no prior experience required/mentioned,0,0,0,0,0,0,1,0,0,0,0,no degree requirement mentioned,0,0,0,0,0,0,0,0
2813944236,Data Analyst,Data Analyst,Fulltime,61000.0,Bellevue,WA,Seatle,3.2,1001 to 5000 employees, $2 to $5 billion (USD) per year, Insurance,www.symetra.com, Company - Private," MetLife, Voya Financial, Prudential","Bellevue, WA", 2004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1-2 years,0,1,0,0,1,0,0,0,0,0,0,Bachelor,0,0,0,0,1,0,0,0
2735608251,Senior Consulting Data Analyst - SAS,Data Analyst,Intern,85000.0,Oakland,CA,San Fransisco,3.9,10000+ employees, $10+ billion (USD) per year, Health Care,www.kaiserpermanente.org, Nonprofit Organization," HCA Healthcare, Dignity Health, Sutter Health","Oakland, CA", 1945,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no prior experience required/mentioned,1,1,1,0,1,0,0,0,0,1,0,Bachelor,0,0,0,1,1,0,1,0
2814130371,Business / Data Analyst (Non IT),Data Analyst,Fulltime,,Boston,MA,Boston ,,501 to 1000 employees, $100 to $500 million (USD) per year, Business Services,www.itstaffing.com, Company - Private," Kforce, Robert Half, TEKsystems","Norwell, MA", 1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6-10 years,0,0,1,0,1,0,0,1,0,1,0,Bachelor,0,0,0,0,0,0,1,0
2805410453,Senior Data Scientist - Predictive Enterprise Group,Data Scientist,Intern,130000.0,Seattle,WA,Seatle,3.5,201 to 500 employees, $50 to $100 million (USD) per year, Information Technology,www.neudesic.com, Company - Private,,"Irvine, CA", 2001,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,2-5 years,0,0,1,0,1,0,0,1,1,1,0,Bachelor,1,1,0,1,1,0,0,0
2809014324,Data Analyst,Data Analyst,Intern,,Burbank,CA,LA ,,Unknown,,,www.sagaftraplans.org, Company - Private,,"Burbank, CA",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,no prior experience required/mentioned,0,0,1,0,0,0,0,0,0,0,0,no degree requirement mentioned,0,0,0,0,0,0,1,0
2689217013,Data Scientist,Data Scientist,Fulltime,125000.0,Redmond,WA,Seatle,4.5,1 to 50 employees, $5 to $10 million (USD) per year, Information Technology,www.inabia.com, Company - Private,,"Redmond, WA", 2006,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,no prior experience required/mentioned,0,0,0,0,0,0,0,0,1,0,0,no degree requirement mentioned,1,1,0,1,0,0,1,0
2580846899,Data Scientist II (Hotwire,Data Scientist,Fulltime,157000.0,Seattle,WA,Seatle,3.9,10000+ employees, $5 to $10 billion (USD) per year, Information Technology,www.lifeatexpedia.com, Company - Public (EXPE) ," Priceline.com, Booking.com, Kayak.com","Bellevue, WA", 1996,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2-5 years,0,0,1,0,1,0,1,0,0,0,0,Master,1,1,0,1,1,0,1,0
2831021060,Data Scientist-Deep Learning,Data Scientist,Fulltime,,Boston,MA,Boston,,1 to 50 employees,, Information Technology,www.zylotech.com, Company - Private,,"Cambridge, MA", 2014,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,2-5 years,0,0,0,0,0,0,1,0,1,0,0,Doctor,0,0,0,1,0,0,0,0
2816758621,Data Scientist,Data Scientist,Fulltime,111000.0,Los Angeles,CA,Los Angeles,3.4,201 to 500 employees, $50 to $100 million (USD) per year," Arts, Entertainment & Recreation",www.axs.com, Company - Private,,"Los Angeles, CA", 2011,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,no prior experience required/mentioned,0,0,0,0,0,0,1,0,0,0,0,no degree requirement mentioned,0,1,0,1,0,0,0,0
2821593026,Clinical Data Analyst,Data Analyst,Fulltime,,Millbrae,CA,San Fransisco,,51 to 200 employees, $5 to $10 million (USD) per year, Business Services,www.nerinc.com, Company - Private,,"Minneapolis, MN", 1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no prior experience required/mentioned,0,0,1,0,1,0,1,0,0,0,0,no degree requirement mentioned,0,0,0,0,0,0,0,0
2776208989,Portfolio Data Analyst,Data Analyst,Fulltime,62000.0,Boston,MA,Boston ,3.7,201 to 500 employees, $25 to $50 million (USD) per year, Finance,www.harbourvest.com, Company - Private,,"Boston, MA", 1982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,no prior experience required/mentioned,0,0,0,1,0,0,0,0,0,0,0,no degree requirement mentioned,0,0,0,0,0,0,0,0
2735336146,"Financial Data Analyst, Data Architecture",Data Analyst,Fulltime,51000.0,San Francisco,CA,San Fransisco,3.8,1001 to 5000 employees,, Transportation & Logistics,www.lyft.com, Company - Private,,"San Francisco, CA", 2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,no prior experience required/mentioned,0,0,0,0,0,0,0,0,0,0,0,no degree requirement mentioned,0,0,0,0,0,0,1,0
2803739364,Data Scientist - Marketing Analytics and Strategy,Data Scientist,Intern,145000.0,South San Francisco,CA,San Fransisco,3.8,10000+ employees, $10+ billion (USD) per year, Biotech & Pharmaceuticals,www.roche.com/de, Company - Public (RHHBY) ," Novartis, AstraZeneca","Basel, Switzerland", 1896,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2-5 years,1,1,1,0,0,0,1,0,1,0,0,Master,0,1,0,1,1,0,0,0
2820347661,"Sr Consulting Data Analyst - (Part-time) SAS, Epidemiology, Bio-statistics",Data Analyst,Intern,85000.0,Oakland,CA,San Fransisco,3.9,10000+ employees, $10+ billion (USD) per year, Health Care,www.kaiserpermanente.org, Nonprofit Organization," HCA Healthcare, Dignity Health, Sutter Health","Oakland, CA", 1945,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no prior experience required/mentioned,1,1,1,0,1,0,0,0,0,1,0,Bachelor,0,0,0,1,1,0,1,0
2758705508,Data Scientist/ Data Analyst with R Programming,Data Analyst,Fulltime,108000.0,San Jose,CA,San Jose,3.5,51 to 200 employees, $10 to $25 million (USD) per year, Information Technology,www.inficaretech.com, Company - Private,,"Dulles, VA", 2001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,no prior experience required/mentioned,0,0,1,0,1,0,0,0,0,0,0,no degree requirement mentioned,0,0,0,0,0,0,0,0
2796530263,"Senior Data Scientist, Marketing",Data Scientist,Fulltime,151000.0,San Francisco,CA,San Fransisco,3.4,201 to 500 employees,, Consumer Services,www.instacart.com, Company - Private,,"San Francisco, CA", 2012,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,no prior experience required/mentioned,0,1,1,1,0,0,1,0,0,0,0,Master,0,0,0,1,0,0,0,0
2787659707,Content Data Analyst,Data Analyst,Intern,65000.0,Beverly Hills,CA,LA ,3.8,10000+ employees, $10+ billion (USD) per year, Media,www.nbcuni.com, Company - Public (CMCSA) ,,"New York, NY", 1906,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2-5 years,0,0,1,0,0,0,0,1,0,0,0,no degree requirement mentioned,1,0,0,0,1,1,0,0
2822104324,Data Scientist Sr,Data Scientist,Intern,134000.0,Cerritos,CA,Los Angeles,3.5,10000+ employees, $10+ billion (USD) per year, Insurance,www.antheminc.com, Company - Public (ANTM) ,,"Indianapolis, IN", 2004,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2-5 years,0,1,1,0,0,0,0,0,0,0,0,Bachelor,1,0,0,1,1,0,0,0
2297111317,Data Scientist,Data Scientist,Fulltime,165000.0,San Francisco,CA,San Fransisco,3.9,1001 to 5000 employees, $100 to $500 million (USD) per year, Information Technology,www.pinterest.com, Company - Private,,"San Francisco, CA", 2010,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1-2 years,0,0,0,0,0,0,0,0,0,0,0,no degree requirement mentioned,0,0,0,1,0,0,0,0
2643693572,GSS Service Data Analyst Intern,Data Analyst,Intern,79000.0,Milpitas,CA,San Jose,3.7,5001 to 10000 employees, $2 to $5 billion (USD) per year, Manufacturing,www.kla-tencor.com, Company - Public (KLAC) ," Applied Materials, Nanometrics","Milpitas, CA", 1976,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,no prior experience required/mentioned,0,0,1,0,1,0,1,1,0,0,1,Master,1,1,0,0,0,0,0,0
2705070255,Manager - Developer Platform Data Science,Data Analyst,Intern,,San Francisco,CA,San Fransisco,,10000+ employees,, Information Technology,www.uber.com, Company - Private,,"San Francisco, CA", 2009,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1-2 years,1,0,1,0,0,0,0,0,0,0,0,Doctor,0,1,0,1,1,0,0,0
2758777477,Data Scientist - Natural Language Processing,Data Scientist,Intern,104000.0,Austin,TX,Austin,3.8,1001 to 5000 employees, $100 to $500 million (USD) per year, Information Technology,www.homeaway.com, Company - Public," Airbnb, TripAdvisor, 9flats.com","Austin, TX", 2005,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,no prior experience required/mentioned,1,0,1,0,0,0,0,1,0,0,0,Doctor,1,1,0,1,1,1,0,0
2756017115,Data Scientist,Data Scientist,Intern,112000.0,New York,NY,New York City,4.1,201 to 500 employees, $100 to $500 million (USD) per year," Arts, Entertainment & Recreation",www.fanduel.com, Company - Private,,"New York, NY", 2009,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2-5 years,0,0,1,0,0,0,0,0,1,0,0,no degree requirement mentioned,0,1,0,1,0,0,0,0
2798404563,Research Data Analyst,Data Analyst,Intern,66000.0,Stanford,CA,San Jose,4.0,5001 to 10000 employees, Less than $1 million (USD) per year, Education,, College / University,,"Stanford, CA",,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,no prior experience required/mentioned,1,1,1,0,1,0,0,1,1,1,0,Bachelor,0,0,0,1,0,0,1,0
2584672264,Data Scientist,Data Scientist,Intern,107000.0,Marina del Rey,CA,Los Angeles,3.4,201 to 500 employees, $10 to $25 million (USD) per year, Media,www.zefr.com, Company - Private,,"Venice, CA",,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2-5 years,0,0,0,0,0,0,0,0,0,0,0,no degree requirement mentioned,1,1,0,0,0,0,0,0
2823609535,Data Scientist (Partner Services),Data Scientist,Intern,159000.0,Los Angeles,CA,Los Angeles,4.2,51 to 200 employees,, Information Technology,www.factual.com, Company - Private, Foursquare,"Los Angeles, CA", 2008,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,no prior experience required/mentioned,0,0,1,0,0,0,0,0,0,0,0,no degree requirement mentioned,1,1,0,1,1,0,0,0
2819025759,Data Scientist - Product Operations and Advanced Analytics,Data Scientist,Fulltime,146000.0,San Francisco,CA,San Fransisco,3.6,10000+ employees, $10+ billion (USD) per year, Retail,www.gap.com, Company - Public," Inditex, H&M, American Eagle Outfitters","San Francisco, CA", 1969,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no prior experience required/mentioned,0,0,1,0,1,0,0,1,0,0,0,Doctor,0,0,0,0,0,0,0,0
2650309969,Data Scientist - Mobile Games,Data Scientist,Intern,100000.0,San Francisco,CA,San Fransisco,3.7,51 to 200 employees,, Media,www.productmadness.com, Company - Private,,"London, United Kingdom", 2007,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,no prior experience required/mentioned,0,0,1,0,1,0,1,0,0,0,0,Doctor,0,1,0,1,1,1,0,0
2790026964,Data Scientist - Fall Intern,Data Scientist,Intern,86000.0,San Francisco,CA,San Fransisco,3.3,5001 to 10000 employees, $500 million to $1 billion (USD) per year, Information Technology,www.yelp.com, Company - Public (YELP) , Google,"San Francisco, CA", 2004,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,no prior experience required/mentioned,1,0,1,0,0,0,0,0,0,0,0,Doctor,1,1,0,1,1,1,0,0
2728297572,Data Analyst,Data Analyst,Fulltime,,Waltham,MA,Boston ,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,no prior experience required/mentioned,0,0,1,0,1,0,0,0,0,0,0,no degree requirement mentioned,0,0,0,0,0,0,1,0
2745310274,Compliance Data Analyst,Data Analyst,Fulltime,,San Francisco,CA,San Fransisco,,10000+ employees, $25 to $50 million (USD) per year,,www.ucsf.edu, College / University,,"San Francisco, CA", 1864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,no prior experience required/mentioned,0,1,1,0,1,0,0,0,0,1,0,no degree requirement mentioned,0,0,0,0,0,0,0,0
2829266242,Data Scientist,Data Scientist,Fulltime,,New York,NY,New York City,,10000+ employees,,,www.tapestry.com, Company - Public,,"New York, NY",,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no prior experience required/mentioned,0,0,1,0,1,0,1,0,0,0,0,Master,0,1,0,0,0,0,0,0
2343269054,Data Scientist,Data Scientist,Intern,,New York,NY,New York City,,1 to 50 employees,, Information Technology,www.docurated.com, Company - Private," Seismic, Highspot ","New York, NY", 2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no prior experience required/mentioned,0,0,0,0,0,0,0,0,0,0,0,no degree requirement mentioned,0,0,0,0,0,0,0,0
2723979679,Data Scientist - Biostatistics and Computational Biology,Data Scientist,Intern,93000.0,Boston,MA,Boston,4.1,1001 to 5000 employees, $500 million to $1 billion (USD) per year, Health Care,www.dana-farber.org, Nonprofit Organization,,"Boston, MA", 1947,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no prior experience required/mentioned,0,1,0,0,1,1,0,0,0,0,0,Master,1,1,0,1,0,0,0,1
2746952663,Quantitative Researcher / Data Scientist,Data Scientist,Intern,,San Francisco,CA,San Fransisco,,51 to 200 employees, Less than $1 million (USD) per year, Business Services,www.njfsearch.com, Company - Private,,"London, United Kingdom", 2003,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,no prior experience required/mentioned,0,0,0,0,0,0,0,0,0,0,0,Doctor,1,0,0,1,1,1,0,0
2767300262,Sr. DATA SCIENTIST,Data Scientist,Fulltime,155000.0,Redmond,WA,Seatle,4.1,10000+ employees, $10+ billion (USD) per year, Information Technology,www.microsoft.com, Company - Public (MSFT) ," Google, Amazon, Apple","Redmond, WA", 1975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no prior experience required/mentioned,0,0,0,0,0,0,0,0,0,0,0,no degree requirement mentioned,0,1,0,0,0,0,0,0
2819606968,Senior Data Scientist- ML and AI,Data Scientist,Intern,155000.0,Santa Clara,CA,San Jose,3.4,10000+ employees, $10+ billion (USD) per year, Telecommunications,www.ericsson.com, Company - Public (ERIC) ," Huawei Technologies, IBM, Cisco Systems","Kista, Sweden", 1876,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,2-5 years,1,0,1,0,1,0,0,0,0,1,0,Doctor,1,1,0,1,1,1,0,0
2750317608,Data Analyst,Data Analyst,Intern,,Palo Alto,CA,San Jose,,1 to 50 employees,, Information Technology,www.humanyze.com, Company - Private,,"Boston, MA", 2010,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,no prior experience required/mentioned,1,1,1,0,1,0,0,0,1,0,0,no degree requirement mentioned,1,0,0,1,0,0,0,0
2732166293,Data Analyst,Data Analyst,Intern,59000.0,San Francisco,CA,San Fransisco,2.8,201 to 500 employees,, Business Services,www.onekreate.com, Company - Private,,"Hollywood, FL", 2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2-5 years,0,0,1,0,0,0,0,0,1,0,0,Bachelor,1,0,0,0,0,0,0,0
2722942966,Junior Data Scientist,Data Scientist,Fulltime,127000.0,New York,NY,New York City,3.8,51 to 200 employees,, Information Technology,www.newsela.com, Company - Private," Achieve3000, Schoology, Clever","New York, NY", 2013,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1-2 years,1,0,1,0,0,0,0,1,0,1,0,Bachelor,1,0,0,0,1,0,0,0
2824903858,Digital Analytics: Senior Data Analyst,Data Analyst,Intern,77000.0,Seattle,WA,Seatle,3.7,10000+ employees, $10+ billion (USD) per year, Finance,www.jpmorgan.com, Company - Public (JPM) ,,"New York, NY", 1799,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,2-5 years,0,0,1,0,1,0,1,0,1,1,0,Bachelor,0,1,0,1,0,0,0,0
2771351229,IT Specialist (Data Analyst),Data Analyst,Intern,,Rosemead,CA,LA ,,501 to 1000 employees, $25 to $50 million (USD) per year, Information Technology,www.spectraforce.com, Company - Private,,"Raleigh, NC", 2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,no prior experience required/mentioned,0,0,1,0,1,0,0,0,0,0,1,Master,0,0,0,0,0,0,0,0
2826180103,Data Scientist/AI Developer,Data Scientist,Intern,,Austin,TX,Austin,,1001 to 5000 employees, $1 to $2 billion (USD) per year, Business Services,www.apexsystems.com, Subsidiary or Business Segment," TEKsystems, Insight Global","Glen Allen, VA", 1995,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,no prior experience required/mentioned,0,0,0,0,0,0,0,0,0,0,0,Master,1,0,1,1,1,0,1,0
2753300424,Sr. Data Scientist (Cross-Domain Analysis),Data Scientist,Fulltime,149000.0,El Segundo,CA,Los Angeles,3.6,1001 to 5000 employees, $500 million to $1 billion (USD) per year, Business Services,www.aerospace.org, Nonprofit Organization,,"El Segundo, CA", 1960,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1-2 years,0,0,1,0,1,0,0,1,0,0,0,Bachelor,1,1,0,1,1,1,0,0
